images,category
2\print_2_6964.jpg,2
2\print_1_1437.jpg,2
0\genuine_1_19107.jpg,0
0\genuine_5_85601.jpg,0
2\print_1_1548.jpg,2
2\print_2_6238.jpg,2
1\fake_8_242598.jpg,1
1\fake_3_160190.jpg,1
2\print_1_382.jpg,2
1\fake_4_197983.jpg,1
2\print_1_351.jpg,2
2\print_1_3372.jpg,2
1\fake_4_181695.jpg,1
1\fake_4_208184.jpg,1
2\print_2_4405.jpg,2
2\print_1_3837.jpg,2
2\print_1_289.jpg,2
2\print_1_1424.jpg,2
1\fake_3_121510.jpg,1
1\fake_4_226865.jpg,1
2\print_1_812.jpg,2
0\genuine_1_7584.jpg,0
0\genuine_4_78807.jpg,0
2\print_1_2379.jpg,2
1\fake_3_148252.jpg,1
2\print_1_1079.jpg,2
0\genuine_3_44004.jpg,0
2\print_2_5667.jpg,2
2\print_1_3178.jpg,2
0\genuine_4_67984.jpg,0
0\genuine_3_54843.jpg,0
0\genuine_5_87147.jpg,0
1\fake_2_112596.jpg,1
1\fake_8_249030.jpg,1
2\print_1_3973.jpg,2
1\fake_1_20421.jpg,1
0\genuine_1_165.jpg,0
0\genuine_1_5207.jpg,0
1\fake_3_130235.jpg,1
2\print_1_3288.jpg,2
1\fake_8_248205.jpg,1
1\fake_1_14750.jpg,1
1\fake_3_166903.jpg,1
1\fake_2_71166.jpg,1
1\fake_4_230278.jpg,1
2\print_1_2009.jpg,2
0\genuine_3_58300.jpg,0
1\fake_2_92683.jpg,1
2\print_2_5089.jpg,2
0\genuine_2_28393.jpg,0
1\fake_4_211981.jpg,1
0\genuine_1_3288.jpg,0
2\print_2_6423.jpg,2
1\fake_2_65245.jpg,1
1\fake_3_128694.jpg,1
0\genuine_1_15396.jpg,0
1\fake_1_20352.jpg,1
2\print_2_4079.jpg,2
0\genuine_4_60443.jpg,0
0\genuine_3_46295.jpg,0
0\genuine_1_10324.jpg,0
0\genuine_2_33416.jpg,0
2\print_2_7783.jpg,2
2\print_2_5785.jpg,2
1\fake_2_100340.jpg,1
0\genuine_1_19005.jpg,0
1\fake_4_180730.jpg,1
2\print_2_5753.jpg,2
2\print_2_5319.jpg,2
0\genuine_2_26888.jpg,0
1\fake_2_82238.jpg,1
1\fake_1_17035.jpg,1
1\fake_3_133480.jpg,1
1\fake_2_65780.jpg,1
1\fake_8_247610.jpg,1
1\fake_3_137919.jpg,1
1\fake_2_109678.jpg,1
1\fake_1_22321.jpg,1
1\fake_1_51041.jpg,1
2\print_1_1340.jpg,2
2\print_2_6966.jpg,2
1\fake_3_150306.jpg,1
1\fake_3_173382.jpg,1
2\print_2_4288.jpg,2
0\genuine_1_17926.jpg,0
0\genuine_3_41482.jpg,0
0\genuine_3_52281.jpg,0
1\fake_4_177460.jpg,1
0\genuine_3_52447.jpg,0
2\print_2_4718.jpg,2
2\print_1_239.jpg,2
1\fake_2_77909.jpg,1
0\genuine_3_50729.jpg,0
0\genuine_2_38404.jpg,0
1\fake_4_222260.jpg,1
1\fake_2_92059.jpg,1
1\fake_3_157208.jpg,1
0\genuine_5_83164.jpg,0
1\fake_2_59220.jpg,1
0\genuine_4_68106.jpg,0
1\fake_3_172512.jpg,1
1\fake_8_249789.jpg,1
2\print_1_2624.jpg,2
1\fake_2_63508.jpg,1
0\genuine_1_17860.jpg,0
1\fake_4_204206.jpg,1
0\genuine_4_78814.jpg,0
1\fake_3_135304.jpg,1
0\genuine_1_3221.jpg,0
0\genuine_4_70226.jpg,0
0\genuine_1_9728.jpg,0
1\fake_1_18247.jpg,1
0\genuine_1_2412.jpg,0
0\genuine_3_39646.jpg,0
2\print_2_6069.jpg,2
2\print_2_6121.jpg,2
2\print_2_7493.jpg,2
2\print_2_5238.jpg,2
0\genuine_4_70432.jpg,0
2\print_2_6902.jpg,2
1\fake_1_26895.jpg,1
1\fake_4_218167.jpg,1
2\print_1_3975.jpg,2
1\fake_2_110457.jpg,1
1\fake_4_183682.jpg,1
0\genuine_1_10940.jpg,0
2\print_1_1600.jpg,2
1\fake_8_244372.jpg,1
1\fake_1_3702.jpg,1
0\genuine_1_6674.jpg,0
0\genuine_2_26434.jpg,0
0\genuine_4_62486.jpg,0
0\genuine_4_60204.jpg,0
2\print_2_6781.jpg,2
0\genuine_4_68212.jpg,0
2\print_1_2895.jpg,2
1\fake_2_66300.jpg,1
2\print_1_1912.jpg,2
0\genuine_3_57212.jpg,0
1\fake_3_173238.jpg,1
2\print_1_127.jpg,2
1\fake_1_54917.jpg,1
1\fake_4_204583.jpg,1
2\print_2_4803.jpg,2
2\print_2_4576.jpg,2
2\print_1_3251.jpg,2
2\print_2_7701.jpg,2
1\fake_1_46381.jpg,1
2\print_1_1124.jpg,2
2\print_1_2946.jpg,2
1\fake_7_239322.jpg,1
0\genuine_4_70807.jpg,0
1\fake_8_247938.jpg,1
1\fake_4_232494.jpg,1
1\fake_4_177485.jpg,1
2\print_2_5571.jpg,2
1\fake_2_98267.jpg,1
0\genuine_3_57106.jpg,0
2\print_2_7729.jpg,2
2\print_1_1831.jpg,2
0\genuine_2_30512.jpg,0
2\print_1_2271.jpg,2
1\fake_2_64711.jpg,1
0\genuine_2_24637.jpg,0
1\fake_2_73952.jpg,1
1\fake_3_126088.jpg,1
0\genuine_2_30236.jpg,0
2\print_1_2604.jpg,2
2\print_1_2769.jpg,2
0\genuine_3_52794.jpg,0
2\print_2_4481.jpg,2
0\genuine_3_47603.jpg,0
2\print_1_3502.jpg,2
0\genuine_3_44648.jpg,0
1\fake_2_116181.jpg,1
0\genuine_5_83655.jpg,0
1\fake_3_122227.jpg,1
2\print_2_4910.jpg,2
0\genuine_2_26636.jpg,0
0\genuine_2_34311.jpg,0
0\genuine_4_73745.jpg,0
0\genuine_1_17683.jpg,0
1\fake_2_62762.jpg,1
0\genuine_5_81614.jpg,0
1\fake_1_41248.jpg,1
0\genuine_2_33644.jpg,0
0\genuine_4_66376.jpg,0
0\genuine_2_31547.jpg,0
1\fake_5_233838.jpg,1
2\print_1_3532.jpg,2
1\fake_3_170399.jpg,1
2\print_1_1970.jpg,2
2\print_2_5961.jpg,2
2\print_2_4056.jpg,2
0\genuine_1_15624.jpg,0
0\genuine_2_32063.jpg,0
0\genuine_1_448.jpg,0
1\fake_6_236786.jpg,1
0\genuine_3_48451.jpg,0
1\fake_3_162147.jpg,1
0\genuine_2_28635.jpg,0
0\genuine_5_81188.jpg,0
1\fake_3_163611.jpg,1
1\fake_1_16122.jpg,1
2\print_2_7250.jpg,2
2\print_1_875.jpg,2
1\fake_3_167282.jpg,1
1\fake_3_136527.jpg,1
2\print_1_3486.jpg,2
1\fake_3_147844.jpg,1
0\genuine_2_23808.jpg,0
1\fake_1_42169.jpg,1
0\genuine_5_82265.jpg,0
2\print_2_4775.jpg,2
0\genuine_1_17408.jpg,0
2\print_2_6831.jpg,2
1\fake_1_24355.jpg,1
0\genuine_2_20123.jpg,0
0\genuine_2_23160.jpg,0
1\fake_2_94103.jpg,1
1\fake_3_138533.jpg,1
1\fake_1_42129.jpg,1
2\print_2_4345.jpg,2
2\print_1_3354.jpg,2
2\print_2_6896.jpg,2
1\fake_5_233725.jpg,1
0\genuine_2_33498.jpg,0
1\fake_2_69224.jpg,1
1\fake_3_133073.jpg,1
1\fake_4_204433.jpg,1
1\fake_8_248373.jpg,1
0\genuine_3_50023.jpg,0
2\print_2_6389.jpg,2
2\print_1_3986.jpg,2
2\print_2_5169.jpg,2
0\genuine_4_77128.jpg,0
2\print_1_882.jpg,2
2\print_2_6283.jpg,2
0\genuine_2_20987.jpg,0
1\fake_4_191659.jpg,1
2\print_1_3011.jpg,2
0\genuine_3_48345.jpg,0
0\genuine_2_36194.jpg,0
1\fake_1_52409.jpg,1
1\fake_3_139585.jpg,1
2\print_1_3774.jpg,2
2\print_2_6661.jpg,2
1\fake_3_154714.jpg,1
1\fake_4_223892.jpg,1
2\print_1_2358.jpg,2
1\fake_2_74079.jpg,1
0\genuine_5_83787.jpg,0
2\print_1_2277.jpg,2
1\fake_4_181422.jpg,1
1\fake_7_241765.jpg,1
2\print_1_195.jpg,2
1\fake_2_91984.jpg,1
1\fake_4_179612.jpg,1
1\fake_3_116861.jpg,1
0\genuine_4_78171.jpg,0
1\fake_2_66665.jpg,1
1\fake_1_8048.jpg,1
1\fake_1_44898.jpg,1
0\genuine_2_25454.jpg,0
0\genuine_4_61518.jpg,0
2\print_1_1208.jpg,2
1\fake_5_233542.jpg,1
2\print_2_6462.jpg,2
0\genuine_2_37501.jpg,0
0\genuine_3_49074.jpg,0
2\print_2_7246.jpg,2
1\fake_2_65865.jpg,1
2\print_1_1739.jpg,2
1\fake_3_162651.jpg,1
0\genuine_5_83628.jpg,0
1\fake_4_176731.jpg,1
2\print_2_5978.jpg,2
1\fake_4_216738.jpg,1
2\print_2_4650.jpg,2
2\print_1_1293.jpg,2
0\genuine_3_50102.jpg,0
0\genuine_2_38519.jpg,0
0\genuine_2_27997.jpg,0
1\fake_4_212144.jpg,1
0\genuine_5_86630.jpg,0
2\print_2_4933.jpg,2
1\fake_2_95825.jpg,1
2\print_2_5196.jpg,2
0\genuine_4_75397.jpg,0
1\fake_3_156332.jpg,1
1\fake_2_70705.jpg,1
0\genuine_2_26003.jpg,0
1\fake_4_226295.jpg,1
1\fake_3_142979.jpg,1
0\genuine_2_28674.jpg,0
1\fake_4_217789.jpg,1
1\fake_2_114039.jpg,1
2\print_1_2077.jpg,2
1\fake_3_129855.jpg,1
1\fake_7_242372.jpg,1
0\genuine_4_60001.jpg,0
2\print_2_5191.jpg,2
2\print_1_1476.jpg,2
2\print_1_3878.jpg,2
2\print_1_1791.jpg,2
2\print_2_5178.jpg,2
0\genuine_4_72380.jpg,0
0\genuine_3_39636.jpg,0
2\print_1_546.jpg,2
0\genuine_2_23345.jpg,0
0\genuine_5_80506.jpg,0
0\genuine_2_29045.jpg,0
0\genuine_4_61441.jpg,0
1\fake_4_195581.jpg,1
2\print_1_3559.jpg,2
1\fake_1_10666.jpg,1
1\fake_1_36158.jpg,1
0\genuine_3_57278.jpg,0
0\genuine_2_20320.jpg,0
1\fake_3_130512.jpg,1
2\print_2_5890.jpg,2
2\print_2_7057.jpg,2
0\genuine_2_20349.jpg,0
0\genuine_1_4987.jpg,0
0\genuine_4_63354.jpg,0
1\fake_1_47858.jpg,1
2\print_2_7610.jpg,2
2\print_1_219.jpg,2
0\genuine_2_25222.jpg,0
1\fake_3_156072.jpg,1
1\fake_8_243847.jpg,1
2\print_2_7244.jpg,2
2\print_1_2633.jpg,2
1\fake_2_89907.jpg,1
1\fake_3_123760.jpg,1
1\fake_3_117175.jpg,1
2\print_1_1447.jpg,2
1\fake_1_21120.jpg,1
2\print_2_4525.jpg,2
1\fake_7_240127.jpg,1
1\fake_1_14073.jpg,1
2\print_2_5469.jpg,2
2\print_1_3597.jpg,2
1\fake_4_184648.jpg,1
2\print_2_5643.jpg,2
2\print_2_5744.jpg,2
1\fake_3_155808.jpg,1
1\fake_4_196686.jpg,1
1\fake_1_24927.jpg,1
2\print_2_7207.jpg,2
2\print_2_5139.jpg,2
2\print_1_1998.jpg,2
1\fake_2_65360.jpg,1
2\print_1_3727.jpg,2
1\fake_3_165525.jpg,1
1\fake_2_69280.jpg,1
2\print_2_4636.jpg,2
0\genuine_4_63840.jpg,0
2\print_1_1277.jpg,2
1\fake_5_235870.jpg,1
2\print_2_4497.jpg,2
0\genuine_3_53855.jpg,0
2\print_1_2723.jpg,2
2\print_2_4216.jpg,2
2\print_1_3571.jpg,2
1\fake_3_173245.jpg,1
0\genuine_3_58195.jpg,0
1\fake_7_240903.jpg,1
1\fake_1_38894.jpg,1
1\fake_1_52934.jpg,1
1\fake_4_217063.jpg,1
2\print_2_4604.jpg,2
1\fake_4_200156.jpg,1
2\print_2_5784.jpg,2
0\genuine_4_72685.jpg,0
1\fake_4_175357.jpg,1
2\print_2_4101.jpg,2
2\print_1_448.jpg,2
0\genuine_3_54575.jpg,0
2\print_1_2282.jpg,2
2\print_2_7567.jpg,2
1\fake_1_54236.jpg,1
0\genuine_2_26735.jpg,0
0\genuine_5_81642.jpg,0
2\print_2_4884.jpg,2
2\print_2_7028.jpg,2
0\genuine_3_50852.jpg,0
1\fake_4_232316.jpg,1
2\print_1_2749.jpg,2
1\fake_3_165807.jpg,1
2\print_2_5962.jpg,2
1\fake_3_173569.jpg,1
0\genuine_3_56418.jpg,0
2\print_2_6206.jpg,2
2\print_1_2229.jpg,2
1\fake_4_213491.jpg,1
1\fake_3_157976.jpg,1
1\fake_2_79740.jpg,1
0\genuine_2_24811.jpg,0
0\genuine_2_25681.jpg,0
0\genuine_1_3647.jpg,0
1\fake_2_75640.jpg,1
0\genuine_5_79715.jpg,0
1\fake_1_51855.jpg,1
1\fake_1_29109.jpg,1
0\genuine_3_52199.jpg,0
0\genuine_2_34633.jpg,0
1\fake_3_117503.jpg,1
2\print_2_7362.jpg,2
1\fake_1_24463.jpg,1
2\print_1_596.jpg,2
1\fake_1_41295.jpg,1
1\fake_1_23586.jpg,1
0\genuine_5_80799.jpg,0
1\fake_1_645.jpg,1
2\print_1_2355.jpg,2
1\fake_4_227821.jpg,1
1\fake_4_222626.jpg,1
2\print_2_6011.jpg,2
2\print_2_7772.jpg,2
1\fake_1_5058.jpg,1
2\print_1_1075.jpg,2
2\print_2_4965.jpg,2
2\print_1_137.jpg,2
1\fake_3_155729.jpg,1
2\print_1_282.jpg,2
1\fake_2_66762.jpg,1
1\fake_4_215498.jpg,1
2\print_2_4806.jpg,2
1\fake_1_44571.jpg,1
1\fake_4_203327.jpg,1
1\fake_2_76260.jpg,1
1\fake_3_140480.jpg,1
2\print_2_6751.jpg,2
0\genuine_4_62819.jpg,0
1\fake_2_60599.jpg,1
0\genuine_2_31601.jpg,0
2\print_1_255.jpg,2
1\fake_1_34619.jpg,1
0\genuine_1_173.jpg,0
0\genuine_5_81075.jpg,0
2\print_2_7736.jpg,2
2\print_1_2497.jpg,2
0\genuine_1_17933.jpg,0
2\print_2_6875.jpg,2
2\print_1_872.jpg,2
2\print_2_7408.jpg,2
1\fake_3_121804.jpg,1
1\fake_4_189021.jpg,1
0\genuine_1_17587.jpg,0
0\genuine_4_66972.jpg,0
1\fake_2_116266.jpg,1
0\genuine_5_82639.jpg,0
2\print_2_5916.jpg,2
2\print_2_5899.jpg,2
2\print_1_2368.jpg,2
2\print_2_7262.jpg,2
1\fake_1_41945.jpg,1
1\fake_2_90325.jpg,1
0\genuine_1_16096.jpg,0
2\print_2_4974.jpg,2
0\genuine_3_44829.jpg,0
1\fake_2_107036.jpg,1
2\print_2_4299.jpg,2
1\fake_4_199025.jpg,1
0\genuine_3_58647.jpg,0
0\genuine_5_87148.jpg,0
2\print_1_1683.jpg,2
1\fake_1_39790.jpg,1
1\fake_1_34232.jpg,1
2\print_1_613.jpg,2
1\fake_2_114187.jpg,1
1\fake_4_227395.jpg,1
0\genuine_4_66737.jpg,0
1\fake_1_30870.jpg,1
1\fake_4_192095.jpg,1
1\fake_2_109160.jpg,1
1\fake_5_235321.jpg,1
2\print_2_5166.jpg,2
0\genuine_4_72821.jpg,0
0\genuine_3_49339.jpg,0
2\print_1_2682.jpg,2
0\genuine_3_57458.jpg,0
2\print_2_7647.jpg,2
0\genuine_2_23688.jpg,0
0\genuine_3_53917.jpg,0
0\genuine_4_65817.jpg,0
1\fake_2_110088.jpg,1
1\fake_1_11319.jpg,1
1\fake_4_194728.jpg,1
2\print_1_1680.jpg,2
2\print_2_7254.jpg,2
2\print_2_6598.jpg,2
2\print_1_876.jpg,2
0\genuine_2_39075.jpg,0
2\print_2_5896.jpg,2
0\genuine_2_39236.jpg,0
1\fake_3_141731.jpg,1
2\print_1_1835.jpg,2
1\fake_1_19829.jpg,1
2\print_1_2517.jpg,2
0\genuine_5_83527.jpg,0
1\fake_1_40289.jpg,1
1\fake_3_122613.jpg,1
0\genuine_3_42891.jpg,0
2\print_2_5221.jpg,2
2\print_2_6880.jpg,2
0\genuine_1_3247.jpg,0
0\genuine_4_76034.jpg,0
0\genuine_2_26711.jpg,0
1\fake_3_116712.jpg,1
2\print_1_3184.jpg,2
2\print_1_937.jpg,2
1\fake_4_212613.jpg,1
1\fake_4_223875.jpg,1
2\print_2_7591.jpg,2
2\print_2_4583.jpg,2
2\print_1_1987.jpg,2
1\fake_4_218315.jpg,1
2\print_1_2991.jpg,2
0\genuine_1_10588.jpg,0
2\print_2_4750.jpg,2
1\fake_2_100358.jpg,1
2\print_2_5332.jpg,2
1\fake_1_10470.jpg,1
2\print_1_266.jpg,2
0\genuine_2_33717.jpg,0
2\print_2_4463.jpg,2
0\genuine_1_9041.jpg,0
1\fake_1_43187.jpg,1
1\fake_3_147009.jpg,1
0\genuine_4_65084.jpg,0
0\genuine_4_68977.jpg,0
0\genuine_4_65883.jpg,0
1\fake_3_171498.jpg,1
2\print_2_4117.jpg,2
0\genuine_2_30773.jpg,0
1\fake_2_86638.jpg,1
1\fake_4_220923.jpg,1
2\print_2_5847.jpg,2
1\fake_3_150015.jpg,1
1\fake_4_199972.jpg,1
0\genuine_1_2846.jpg,0
1\fake_2_60045.jpg,1
2\print_2_4100.jpg,2
1\fake_1_30195.jpg,1
1\fake_4_201524.jpg,1
0\genuine_3_41741.jpg,0
2\print_1_3941.jpg,2
0\genuine_1_2468.jpg,0
2\print_2_4241.jpg,2
1\fake_3_132680.jpg,1
1\fake_1_3508.jpg,1
1\fake_2_63242.jpg,1
2\print_2_6383.jpg,2
1\fake_1_57732.jpg,1
1\fake_2_86326.jpg,1
1\fake_4_208704.jpg,1
0\genuine_1_5133.jpg,0
0\genuine_5_80785.jpg,0
1\fake_1_12679.jpg,1
1\fake_3_127009.jpg,1
1\fake_1_31359.jpg,1
0\genuine_3_45086.jpg,0
0\genuine_1_3549.jpg,0
1\fake_4_179812.jpg,1
0\genuine_1_10346.jpg,0
1\fake_2_61476.jpg,1
0\genuine_2_33680.jpg,0
0\genuine_5_84969.jpg,0
0\genuine_2_31252.jpg,0
1\fake_3_148531.jpg,1
2\print_1_579.jpg,2
1\fake_3_160348.jpg,1
2\print_2_5326.jpg,2
0\genuine_5_80288.jpg,0
1\fake_4_196110.jpg,1
2\print_2_4859.jpg,2
1\fake_3_140368.jpg,1
1\fake_4_221183.jpg,1
0\genuine_4_68461.jpg,0
1\fake_3_167189.jpg,1
1\fake_2_83872.jpg,1
2\print_2_5361.jpg,2
0\genuine_4_71197.jpg,0
2\print_1_2472.jpg,2
2\print_1_148.jpg,2
2\print_1_1584.jpg,2
1\fake_8_245705.jpg,1
2\print_1_611.jpg,2
1\fake_1_25781.jpg,1
1\fake_2_99237.jpg,1
1\fake_1_18979.jpg,1
1\fake_1_4664.jpg,1
2\print_1_450.jpg,2
1\fake_8_248455.jpg,1
2\print_1_2302.jpg,2
2\print_2_7009.jpg,2
1\fake_1_6233.jpg,1
0\genuine_3_57196.jpg,0
0\genuine_4_77532.jpg,0
1\fake_2_85479.jpg,1
0\genuine_4_63041.jpg,0
1\fake_3_137157.jpg,1
1\fake_2_58663.jpg,1
1\fake_4_195478.jpg,1
0\genuine_4_69543.jpg,0
0\genuine_3_48352.jpg,0
2\print_2_5077.jpg,2
2\print_1_700.jpg,2
2\print_1_905.jpg,2
2\print_1_3851.jpg,2
2\print_2_5523.jpg,2
1\fake_2_115419.jpg,1
1\fake_3_121831.jpg,1
2\print_2_4064.jpg,2
1\fake_1_45516.jpg,1
2\print_2_6034.jpg,2
2\print_2_4578.jpg,2
0\genuine_1_5050.jpg,0
1\fake_4_184867.jpg,1
0\genuine_3_57340.jpg,0
1\fake_4_190346.jpg,1
1\fake_3_138442.jpg,1
0\genuine_2_26318.jpg,0
0\genuine_4_73834.jpg,0
2\print_2_7962.jpg,2
0\genuine_1_16602.jpg,0
1\fake_4_196443.jpg,1
2\print_1_188.jpg,2
0\genuine_5_79883.jpg,0
0\genuine_1_18873.jpg,0
2\print_2_6065.jpg,2
1\fake_1_17846.jpg,1
1\fake_3_132548.jpg,1
2\print_1_1747.jpg,2
0\genuine_2_26968.jpg,0
2\print_1_3804.jpg,2
0\genuine_2_33193.jpg,0
1\fake_3_127693.jpg,1
1\fake_2_92768.jpg,1
2\print_1_559.jpg,2
0\genuine_3_53236.jpg,0
2\print_1_260.jpg,2
0\genuine_5_81226.jpg,0
2\print_2_6533.jpg,2
0\genuine_4_67528.jpg,0
0\genuine_1_6531.jpg,0
1\fake_1_13861.jpg,1
1\fake_2_113699.jpg,1
2\print_2_7799.jpg,2
2\print_2_7901.jpg,2
1\fake_2_85902.jpg,1
0\genuine_4_60788.jpg,0
1\fake_2_110205.jpg,1
1\fake_4_209725.jpg,1
2\print_2_6167.jpg,2
1\fake_1_21302.jpg,1
1\fake_1_36840.jpg,1
2\print_2_7987.jpg,2
1\fake_2_76790.jpg,1
0\genuine_4_63102.jpg,0
2\print_1_543.jpg,2
2\print_1_21.jpg,2
1\fake_1_33.jpg,1
0\genuine_4_66514.jpg,0
1\fake_2_90085.jpg,1
1\fake_4_232220.jpg,1
0\genuine_1_6865.jpg,0
2\print_1_2909.jpg,2
2\print_1_2027.jpg,2
0\genuine_5_84259.jpg,0
0\genuine_4_64638.jpg,0
1\fake_1_19636.jpg,1
0\genuine_4_71253.jpg,0
1\fake_1_31962.jpg,1
1\fake_1_25418.jpg,1
0\genuine_4_70032.jpg,0
2\print_1_2249.jpg,2
1\fake_1_44391.jpg,1
0\genuine_4_70063.jpg,0
2\print_2_5374.jpg,2
1\fake_3_174200.jpg,1
2\print_2_6385.jpg,2
2\print_2_6523.jpg,2
0\genuine_4_76376.jpg,0
1\fake_4_212295.jpg,1
1\fake_3_136882.jpg,1
1\fake_1_37718.jpg,1
1\fake_1_52484.jpg,1
0\genuine_1_15755.jpg,0
1\fake_3_159304.jpg,1
2\print_1_757.jpg,2
1\fake_3_144141.jpg,1
0\genuine_5_87892.jpg,0
2\print_1_427.jpg,2
0\genuine_1_17770.jpg,0
2\print_1_1999.jpg,2
2\print_2_6682.jpg,2
1\fake_3_147325.jpg,1
0\genuine_3_54961.jpg,0
1\fake_2_88309.jpg,1
0\genuine_1_5017.jpg,0
1\fake_1_14762.jpg,1
0\genuine_5_84798.jpg,0
2\print_2_6337.jpg,2
0\genuine_2_28383.jpg,0
2\print_1_2333.jpg,2
1\fake_1_40092.jpg,1
2\print_2_5697.jpg,2
2\print_2_5582.jpg,2
2\print_1_2597.jpg,2
0\genuine_1_14041.jpg,0
2\print_2_7782.jpg,2
2\print_1_1234.jpg,2
0\genuine_1_4368.jpg,0
1\fake_3_139365.jpg,1
1\fake_1_13434.jpg,1
1\fake_6_237488.jpg,1
1\fake_1_14373.jpg,1
1\fake_1_7960.jpg,1
0\genuine_1_9493.jpg,0
2\print_1_1833.jpg,2
1\fake_1_3707.jpg,1
2\print_1_2543.jpg,2
2\print_2_5563.jpg,2
2\print_2_6353.jpg,2
1\fake_2_58679.jpg,1
2\print_2_5471.jpg,2
0\genuine_2_20633.jpg,0
1\fake_6_238382.jpg,1
1\fake_1_36178.jpg,1
1\fake_3_170780.jpg,1
2\print_2_4854.jpg,2
2\print_2_5031.jpg,2
2\print_1_1072.jpg,2
0\genuine_4_73285.jpg,0
1\fake_2_113874.jpg,1
1\fake_3_148528.jpg,1
1\fake_3_172997.jpg,1
2\print_1_1883.jpg,2
1\fake_4_218213.jpg,1
2\print_1_37.jpg,2
0\genuine_2_32124.jpg,0
0\genuine_3_41605.jpg,0
0\genuine_3_52918.jpg,0
2\print_2_7825.jpg,2
0\genuine_2_39398.jpg,0
1\fake_4_193286.jpg,1
0\genuine_1_5450.jpg,0
2\print_1_276.jpg,2
0\genuine_1_8969.jpg,0
1\fake_4_190464.jpg,1
2\print_1_644.jpg,2
0\genuine_1_12573.jpg,0
2\print_1_2642.jpg,2
0\genuine_4_68411.jpg,0
0\genuine_3_51523.jpg,0
2\print_1_1027.jpg,2
1\fake_1_7819.jpg,1
0\genuine_1_19520.jpg,0
0\genuine_2_21087.jpg,0
2\print_2_6567.jpg,2
1\fake_4_186532.jpg,1
1\fake_1_4460.jpg,1
2\print_1_2738.jpg,2
2\print_1_1617.jpg,2
0\genuine_2_38049.jpg,0
0\genuine_2_38467.jpg,0
2\print_2_6901.jpg,2
2\print_2_6044.jpg,2
0\genuine_4_76370.jpg,0
1\fake_2_68541.jpg,1
0\genuine_5_87705.jpg,0
1\fake_1_26681.jpg,1
2\print_2_5710.jpg,2
0\genuine_3_50518.jpg,0
2\print_2_4246.jpg,2
1\fake_5_234117.jpg,1
1\fake_4_224627.jpg,1
1\fake_3_140304.jpg,1
1\fake_1_8794.jpg,1
1\fake_1_50105.jpg,1
1\fake_4_224074.jpg,1
0\genuine_1_2957.jpg,0
0\genuine_4_62585.jpg,0
0\genuine_1_11866.jpg,0
2\print_1_171.jpg,2
2\print_2_4849.jpg,2
1\fake_3_165594.jpg,1
0\genuine_4_63045.jpg,0
1\fake_4_232239.jpg,1
0\genuine_2_22351.jpg,0
0\genuine_4_65965.jpg,0
2\print_2_4627.jpg,2
1\fake_1_32409.jpg,1
2\print_1_1558.jpg,2
1\fake_1_56677.jpg,1
0\genuine_4_64814.jpg,0
0\genuine_1_11958.jpg,0
2\print_2_6671.jpg,2
1\fake_4_196936.jpg,1
1\fake_4_200666.jpg,1
1\fake_1_15560.jpg,1
1\fake_3_155397.jpg,1
1\fake_4_185683.jpg,1
0\genuine_3_50028.jpg,0
1\fake_4_187022.jpg,1
0\genuine_2_30890.jpg,0
0\genuine_4_75103.jpg,0
2\print_1_1630.jpg,2
0\genuine_3_57927.jpg,0
1\fake_4_190852.jpg,1
0\genuine_2_34714.jpg,0
0\genuine_2_25330.jpg,0
0\genuine_1_159.jpg,0
0\genuine_4_73476.jpg,0
2\print_2_6663.jpg,2
2\print_2_4225.jpg,2
1\fake_4_177884.jpg,1
0\genuine_4_60495.jpg,0
1\fake_3_170294.jpg,1
0\genuine_3_58686.jpg,0
1\fake_2_93186.jpg,1
2\print_2_6817.jpg,2
1\fake_3_151470.jpg,1
0\genuine_4_76973.jpg,0
2\print_2_4881.jpg,2
0\genuine_2_32910.jpg,0
0\genuine_4_74375.jpg,0
1\fake_5_232822.jpg,1
0\genuine_2_27506.jpg,0
0\genuine_5_80976.jpg,0
1\fake_4_222642.jpg,1
2\print_1_2505.jpg,2
0\genuine_4_62313.jpg,0
2\print_2_7088.jpg,2
0\genuine_5_80841.jpg,0
1\fake_1_33453.jpg,1
1\fake_1_7313.jpg,1
1\fake_4_223047.jpg,1
0\genuine_2_39383.jpg,0
0\genuine_4_77160.jpg,0
0\genuine_5_83378.jpg,0
2\print_2_5974.jpg,2
1\fake_3_128182.jpg,1
1\fake_4_199696.jpg,1
1\fake_1_56075.jpg,1
2\print_2_4817.jpg,2
1\fake_2_87429.jpg,1
1\fake_1_45163.jpg,1
0\genuine_4_65163.jpg,0
1\fake_3_118268.jpg,1
2\print_1_2552.jpg,2
2\print_1_805.jpg,2
1\fake_1_31226.jpg,1
1\fake_4_221029.jpg,1
1\fake_2_58595.jpg,1
2\print_2_5358.jpg,2
0\genuine_2_24005.jpg,0
0\genuine_1_11755.jpg,0
2\print_1_1654.jpg,2
1\fake_3_138500.jpg,1
0\genuine_4_71753.jpg,0
0\genuine_1_17294.jpg,0
1\fake_2_73829.jpg,1
2\print_1_91.jpg,2
0\genuine_3_54643.jpg,0
0\genuine_5_79944.jpg,0
0\genuine_3_58284.jpg,0
0\genuine_3_42619.jpg,0
2\print_2_6748.jpg,2
1\fake_2_80293.jpg,1
1\fake_2_81029.jpg,1
2\print_1_3101.jpg,2
2\print_2_6704.jpg,2
2\print_1_1093.jpg,2
2\print_1_2591.jpg,2
2\print_1_1696.jpg,2
